id,score,price,stock_counter,candidate,status,stop_loss,next_3_months,type,value,growth,momentum,vgm,rank,last_updated
KMI,,,,,,,,,C,C,B,C,Top 45% (113 out of 253),4/28/21
ARLO,,,,,,,,,D,A,D,C,Bottom 33% (169 out of 253),5/10/21
BRP,,,,,,,,,C,F,B,D,Bottom 41% (150 out of 253),5/12/21
FMNB,,,,,,,,,A,C,B,B,Top 2% (5 out of 253),5/5/21
TTWO,,,,,,,,,D,B,A,B,Top 29% (73 out of 253),5/19/21
EQT,,,,,,,,,B,D,B,C,Top 22% (55 out of 253),5/6/21
FULT,,,,,,,,,B,D,C,C,Top 9% (22 out of 253),4/20/21
PFBC,,,,,,,,,B,F,D,D,Top 8% (21 out of 253),4/28/21
WGO,,,,,,,,,B,A,C,A,Top 1% (3 out of 253),3/24/21
LYFT,,,,,,,,,F,D,C,F,Bottom 41% (150 out of 253),5/5/21
BBDC,,,,,,,,,C,F,A,D,Bottom 43% (144 out of 253),3/24/21
MRC,,,,,,,,,B,A,A,A,Top 16% (40 out of 253),4/27/21
FUJIY,,,,,,,,,A,C,C,B,Top 16% (40 out of 253),5/28/21
CMCO,,,,,,,,,D,D,B,D,Top 3% (7 out of 253),5/26/21
FITB,,,,,,,,,B,F,A,C,Top 43% (109 out of 253),4/20/21
IQ,,,,,,,,,D,B,A,B,Top 32% (82 out of 253),5/17/21
LAND,,,,,,,,,D,C,C,D,Bottom 20% (202 out of 253),5/5/21
OPK,,,,,,,,,C,A,A,A,Bottom 31% (175 out of 253),5/5/21
AXP,,,,,,,,,B,C,A,B,Top 44% (112 out of 253),4/23/21
LLY,,,,,,,,,B,B,A,A,Bottom 13% (221 out of 253),4/27/21
SKY,,,,,,,,,F,A,D,C,Top 1% (3 out of 253),5/19/21
WAFD,,,,,,,,,C,D,F,F,Top 8% (21 out of 253),4/20/21
WDC,,,,,,,,,B,C,A,B,Bottom 28% (182 out of 253),4/29/21
WSO,,,,,,,,,C,A,D,B,Top 36% (90 out of 253),4/22/21
SJI,,,,,,,,,C,F,A,D,Top 43% (110 out of 253),5/5/21
FLOW,,,,,,,,,B,A,A,A,Top 39% (98 out of 253),5/11/21
MDC,,,,,,,,,B,A,D,A,Top 13% (33 out of 253),5/4/21
MIME,,,,,,,,,F,A,F,D,Bottom 33% (169 out of 253),5/10/21
GDRX,,,,,,,,,F,B,A,C,Bottom 34% (166 out of 253),6/10/21
JRVR,,,,,,,,,A,A,C,A,Bottom 39% (154 out of 253),5/5/21
PLTK,,,,,,,,,C,B,A,B,Bottom 16% (213 out of 253),5/27/21
EXP,,,,,,,,,C,B,D,B,Top 15% (37 out of 253),5/18/21
KNX,,,,,,,,,A,B,B,A,Top 16% (40 out of 253),4/28/21
RRC,,,,,,,,,B,F,A,C,Top 22% (55 out of 253),4/29/21
NDAQ,,,,,,,,,C,C,A,C,Top 45% (113 out of 253),4/28/21
PB,,,,,,,,,B,F,B,D,Top 14% (35 out of 253),5/5/21
DVN,,,,,,,,,C,D,A,C,Top 22% (55 out of 253),5/4/21
POR,,,,,,,,,B,F,D,F,Bottom 24% (193 out of 253),4/23/21
RES,,,,,,,,,C,C,A,B,Bottom 41% (149 out of 253),5/5/21
SC,,,,,,,,,A,D,C,B,Top 15% (37 out of 253),4/27/21
SYY,,,,,,,,,C,C,C,C,Bottom 37% (160 out of 253),5/4/21
TMUS,,,,,,,,,B,C,A,A,Bottom 38% (156 out of 253),5/5/21
APA,,,,,,,,,B,C,A,B,Top 22% (55 out of 253),5/5/21
NUE,,,,,,,,,B,B,A,A,Top 3% (7 out of 253),4/27/21
THRM,,,,,,,,,F,C,D,D,Top 37% (94 out of 253),5/6/21
J,,,,,,,,,C,B,C,B,Top 26% (66 out of 253),5/5/21
IMGN,,,,,,,,,F,B,C,D,Bottom 33% (169 out of 253),5/7/21
LMNR,,,,,,,,,D,D,A,D,Bottom 28% (182 out of 253),6/8/21
PFE,,,,,,,,,A,D,D,C,Bottom 13% (221 out of 253),4/27/21
ENB,,,,,,,,,C,F,C,D,Top 45% (113 out of 253),5/6/21
LYB,,,,,,,,,A,D,A,B,Top 29% (73 out of 253),5/7/21
USB,,,,,,,,,C,F,A,D,Top 43% (109 out of 253),4/15/21
WPM,,,,,,,,,D,C,D,D,Top 39% (98 out of 253),5/5/21
KHC,,,,,,,,,B,B,B,A,Bottom 37% (160 out of 253),4/29/21
HCC,,,,,,,,,A,F,A,B,Top 22% (56 out of 253),5/5/21
SPRO,,,,,,,,,F,F,A,F,Bottom 28% (182 out of 253),5/14/21
EXTR,,,,,,,,,C,A,F,B,Bottom 11% (224 out of 253),5/10/21
QTWO,,,,,,,,,F,C,D,F,Top 41% (104 out of 253),5/5/21
HIG,,,,,,,,,A,C,F,B,Bottom 39% (154 out of 253),5/5/21
BWA,,,,,,,,,A,D,C,B,Top 37% (94 out of 253),5/5/21
BV,,,,,,,,,B,C,B,B,Bottom 10% (227 out of 253),5/6/21
MIDD,,,,,,,,,D,C,B,C,Top 45% (113 out of 253),5/6/21
OBNK,,,,,,,,,D,F,A,D,Top 8% (20 out of 253),4/28/21
RGLD,,,,,,,,,D,C,B,C,Bottom 23% (196 out of 253),5/5/21
CR,,,,,,,,,B,C,D,B,Top 40% (102 out of 253),4/26/21
SMG,,,,,,,,,D,C,F,D,Top 10% (26 out of 253),5/5/21
RVNC,,,,,,,,,F,F,D,F,Bottom 28% (182 out of 253),5/6/21
DOCU,,,,,,,,,F,A,A,B,Bottom 24% (193 out of 253),6/3/21
AUY,,,,,,,,,A,B,F,A,Bottom 23% (196 out of 253),4/29/21
HBMD,,,,,,,,,C,F,A,D,Top 9% (22 out of 253),5/5/21
FHI,,,,,,,,,A,A,B,A,Top 33% (84 out of 253),4/29/21
PH,,,,,,,,,B,B,C,B,Top 45% (113 out of 253),4/29/21
ENV,,,,,,,,,C,B,C,C,Bottom 38% (156 out of 253),5/6/21
HWC,,,,,,,,,B,D,C,C,Top 8% (20 out of 253),4/27/21
DDD,,,,,,,,,F,A,D,C,Top 29% (73 out of 253),5/5/21
KRTX,,,,,,,,,C,F,A,D,Bottom 28% (182 out of 253),5/6/21
MTB,,,,,,,,,D,F,D,F,Top 43% (109 out of 253),4/19/21
RVLV,,,,,,,,,D,A,D,C,Bottom 9% (229 out of 253),5/12/21
CTBI,,,,,,,,,C,F,C,F,Top 8% (20 out of 253),4/28/21
SLCT,,,,,,,,,C,F,A,D,Top 11% (28 out of 253),5/5/21
DFS,,,,,,,,,A,C,B,B,Top 15% (37 out of 253),4/28/21
AOUT,,,,,,,,,B,D,F,C,Top 13% (33 out of 253),3/17/21
LEA,,,,,,,,,A,A,D,A,Top 37% (94 out of 253),5/14/21
VRAY,,,,,,,,,F,A,B,C,Bottom 31% (175 out of 253),4/29/21
CERT,,,,,,,,,D,C,F,D,Bottom 28% (182 out of 253),6/3/21
LHX,,,,,,,,,B,B,A,A,Bottom 15% (216 out of 253),5/4/21
SCHW,,,,,,,,,D,D,A,D,Top 2% (5 out of 253),4/21/21
HUBS,,,,,,,,,F,B,F,D,Bottom 33% (169 out of 253),5/5/21
OLLI,,,,,,,,,C,B,B,C,Bottom 37% (160 out of 253),3/18/21
LH,,,,,,,,,A,A,A,A,Top 29% (73 out of 253),5/5/21
CACI,,,,,,,,,A,A,B,A,Bottom 39% (154 out of 253),5/5/21
CINF,,,,,,,,,C,D,D,D,Top 38% (95 out of 253),4/26/21
VNO,,,,,,,,,D,D,A,C,Bottom 20% (202 out of 253),5/3/21
MRVI,,,,,,,,,D,C,A,C,Bottom 38% (156 out of 253),6/1/21
WRB,,,,,,,,,B,B,F,B,Top 38% (95 out of 253),4/20/21
XOM,,,,,,,,,D,F,A,D,Top 15% (39 out of 253),5/7/21
EOG,,,,,,,,,F,F,A,F,Top 22% (55 out of 253),5/6/21
PAGS,,,,,,,,,D,B,A,C,Bottom 38% (156 out of 253),5/27/21
CTRE,,,,,,,,,D,D,A,C,Bottom 20% (202 out of 253),5/6/21
ICE,,,,,,,,,C,D,B,D,Top 45% (113 out of 253),4/29/21
GIB,,,,,,,,,B,A,B,A,Bottom 39% (154 out of 253),5/5/21
KZR,,,,,,,,,F,D,C,D,Bottom 28% (182 out of 253),5/6/21
NOV,,,,,,,,,B,B,A,B,Bottom 24% (193 out of 253),4/27/21
NVR,,,,,,,,,B,A,C,A,Top 13% (33 out of 253),4/22/21
PMT,,,,,,,,,C,F,C,D,Bottom 32% (173 out of 253),5/6/21
BANF,,,,,,,,,C,F,B,C,Top 14% (35 out of 253),4/20/21
CGNX,,,,,,,,,F,D,D,F,Top 21% (53 out of 253),4/26/21
MPLX,,,,,,,,,B,B,C,B,Top 45% (113 out of 253),5/4/21
TW,,,,,,,,,F,C,F,F,Top 2% (5 out of 253),4/29/21
NTNX,,,,,,,,,F,B,A,C,Bottom 42% (148 out of 253),5/26/21
CSWC,,,,,,,,,F,D,B,F,Top 33% (84 out of 253),6/7/21
BRX,,,,,,,,,B,F,C,D,Bottom 21% (200 out of 253),5/6/21
AIMC,,,,,,,,,B,B,C,A,Top 45% (113 out of 253),4/29/21
XEC,,,,,,,,,C,D,A,B,Top 22% (55 out of 253),5/5/21
FNV,,,,,,,,,D,B,A,C,Bottom 23% (196 out of 253),5/5/21
BCRX,,,,,,,,,F,F,F,F,Bottom 33% (169 out of 253),5/5/21
COHR,,,,,,,,,F,A,D,C,Top 3% (7 out of 253),5/26/21
FMTX,,,,,,,,,F,F,F,F,Bottom 28% (182 out of 253),3/18/21
NOC,,,,,,,,,A,A,D,A,Bottom 15% (216 out of 253),5/5/21
SO,,,,,,,,,C,D,B,C,Bottom 24% (193 out of 253),4/29/21
ARCC,,,,,,,,,D,F,F,F,Bottom 43% (144 out of 253),5/4/21
HI,,,,,,,,,B,A,D,B,Top 16% (40 out of 253),5/5/21
AGR,,,,,,,,,C,F,B,D,Bottom 24% (193 out of 253),4/27/21
DRI,,,,,,,,,D,F,A,D,Bottom 22% (197 out of 253),3/25/21
SIEN,,,,,,,,,F,A,A,C,Bottom 31% (175 out of 253),5/10/21
AME,,,,,,,,,D,C,A,C,Top 21% (53 out of 253),5/4/21
PRG,,,,,,,,,A,B,B,A,Top 15% (37 out of 253),5/6/21
EFX,,,,,,,,,C,A,C,B,Bottom 38% (156 out of 253),4/19/21
FOXA,,,,,,,,,C,D,D,D,Bottom 42% (147 out of 253),5/5/21
RBNC,,,,,,,,,F,F,A,F,Top 8% (20 out of 253),4/26/21
GRA,,,,,,,,,B,C,F,C,Bottom 43% (144 out of 253),4/29/21
PDCO,,,,,,,,,B,F,A,C,Top 29% (73 out of 253),6/23/21
AVID,,,,,,,,,B,A,D,A,Top 45% (113 out of 253),5/6/21
TRMB,,,,,,,,,D,C,D,D,Top 27% (69 out of 253),5/5/21
HPE,,,,,,,,,A,D,A,B,Bottom 19% (204 out of 253),5/20/21
HWM,,,,,,,,,F,C,C,D,Top 26% (66 out of 253),5/4/21
NKE,,,,,,,,,F,C,B,D,Bottom 41% (150 out of 253),3/18/21
MPW,,,,,,,,,C,D,A,C,Bottom 20% (202 out of 253),5/5/21
TDG,,,,,,,,,D,C,C,D,Top 41% (104 out of 253),5/4/21
UMH,,,,,,,,,C,C,C,C,Bottom 13% (219 out of 253),5/6/21
WFC,,,,,,,,,D,F,A,F,Top 43% (109 out of 253),4/14/21
SSB,,,,,,,,,B,D,B,C,Top 8% (20 out of 253),4/22/21
NSA,,,,,,,,,C,D,A,C,Bottom 20% (202 out of 253),5/10/21
TECK,,,,,,,,,A,D,B,B,Top 39% (98 out of 253),4/28/21
OHI,,,,,,,,,C,D,C,C,Bottom 20% (202 out of 253),5/3/21
K,,,,,,,,,B,D,F,C,Bottom 37% (160 out of 253),4/29/21
HII,,,,,,,,,A,A,B,A,Bottom 15% (216 out of 253),5/6/21
BLL,,,,,,,,,C,A,A,A,Top 23% (57 out of 253),5/6/21
ADS,,,,,,,,,A,F,A,B,Bottom 38% (156 out of 253),4/22/21
BAP,,,,,,,,,A,C,C,B,Top 23% (57 out of 253),5/6/21
GPC,,,,,,,,,B,A,D,A,Bottom 37% (160 out of 253),5/5/21
HASI,,,,,,,,,F,F,A,F,Bottom 28% (182 out of 253),5/6/21
WMB,,,,,,,,,C,C,B,C,Top 45% (113 out of 253),5/3/21
DEA,,,,,,,,,C,D,A,C,Bottom 20% (202 out of 253),5/4/21
RF,,,,,,,,,A,F,B,C,Top 8% (20 out of 253),4/23/21
AUTL,,,,,,,,,F,F,B,F,Bottom 28% (182 out of 253),5/6/21
ABBV,,,,,,,,,A,C,B,A,Bottom 13% (221 out of 253),5/7/21
PGR,,,,,,,,,A,D,A,B,Top 38% (95 out of 253),4/21/21
CMI,,,,,,,,,B,B,A,A,Top 45% (113 out of 253),4/27/21
BKR,,,,,,,,,B,B,A,A,Bottom 41% (149 out of 253),4/28/21
BLK,,,,,,,,,D,C,B,C,Top 33% (84 out of 253),4/15/21
TRP,,,,,,,,,B,D,F,D,Top 40% (102 out of 253),5/7/21
CPE,,,,,,,,,D,D,D,D,Top 22% (55 out of 253),5/10/21
UNFI,,,,,,,,,A,A,D,A,Bottom 37% (160 out of 253),6/9/21
OMER,,,,,,,,,F,D,D,F,Bottom 38% (156 out of 253),5/10/21
EMN,,,,,,,,,A,B,A,A,Top 29% (73 out of 253),4/29/21
AVY,,,,,,,,,C,A,A,A,Top 23% (57 out of 253),5/5/21
SAFE,,,,,,,,,F,C,D,F,Bottom 28% (182 out of 253),4/22/21
NTRS,,,,,,,,,C,C,A,C,Top 43% (109 out of 253),4/20/21
CUBE,,,,,,,,,D,D,C,D,Bottom 20% (202 out of 253),5/6/21
PBH,,,,,,,,,B,D,D,D,Top 27% (68 out of 253),5/6/21
PSTG,,,,,,,,,D,B,C,D,Bottom 28% (182 out of 253),5/27/21
NYCB,,,,,,,,,B,F,B,C,Top 11% (28 out of 253),5/5/21
AEE,,,,,,,,,C,F,D,D,Bottom 24% (193 out of 253),5/10/21
FLXN,,,,,,,,,F,A,A,B,Bottom 33% (169 out of 253),5/6/21
PLD,,,,,,,,,D,D,A,D,Bottom 20% (202 out of 253),4/20/21
OKE,,,,,,,,,B,C,D,B,Top 43% (110 out of 253),4/27/21
AKAM,,,,,,,,,B,C,D,C,Bottom 41% (150 out of 253),4/27/21
ICFI,,,,,,,,,A,A,B,A,Top 45% (113 out of 253),5/4/21
IDXX,,,,,,,,,F,A,F,C,Bottom 31% (175 out of 253),4/29/21
DOW,,,,,,,,,A,C,B,A,Top 29% (73 out of 253),4/22/21
CSCO,,,,,,,,,B,D,C,C,Bottom 11% (224 out of 253),5/12/21
DVA,,,,,,,,,A,B,B,A,Bottom 11% (224 out of 253),5/4/21
SYNA,,,,,,,,,D,B,D,C,Top 29% (73 out of 253),5/6/21
PFC,,,,,,,,,F,F,D,F,Top 9% (22 out of 253),4/27/21
EXR,,,,,,,,,F,D,B,F,Bottom 20% (202 out of 253),5/5/21
FCPT,,,,,,,,,D,D,C,D,Bottom 20% (202 out of 253),5/5/21
LAD,,,,,,,,,B,C,C,B,Top 14% (36 out of 253),4/28/21
CE,,,,,,,,,B,D,B,C,Bottom 43% (144 out of 253),4/26/21
CPRT,,,,,,,,,D,C,B,C,Bottom 9% (229 out of 253),5/19/21
RPT,,,,,,,,,C,F,C,D,Bottom 13% (219 out of 253),5/10/21
KRYS,,,,,,,,,C,F,D,F,Bottom 28% (182 out of 253),5/3/21
JCOM,,,,,,,,,B,C,D,B,Bottom 33% (169 out of 253),5/10/21
HUN,,,,,,,,,A,C,A,A,Top 29% (73 out of 253),5/7/21
PINE,,,,,,,,,D,D,B,D,Bottom 20% (202 out of 253),4/26/21
ZI,,,,,,,,,F,F,B,F,Bottom 19% (204 out of 253),5/24/21
LOW,,,,,,,,,B,B,B,A,Top 32% (82 out of 253),5/19/21
FOLD,,,,,,,,,F,B,C,C,Bottom 28% (182 out of 253),5/6/21
OTIS,,,,,,,,,C,C,D,C,Top 42% (106 out of 253),5/5/21
VIAC,,,,,,,,,B,B,D,B,Top 32% (82 out of 253),5/6/21
ARNA,,,,,,,,,F,F,D,F,Bottom 28% (182 out of 253),5/6/21
ORLY,,,,,,,,,B,B,D,B,Top 45% (113 out of 253),4/28/21
KURA,,,,,,,,,D,D,A,D,Bottom 28% (182 out of 253),5/3/21
TWNK,,,,,,,,,B,C,D,B,Top 45% (113 out of 253),5/14/21
KEYS,,,,,,,,,C,B,D,C,Bottom 30% (176 out of 253),5/25/21
WM,,,,,,,,,B,C,B,B,Bottom 26% (186 out of 253),5/5/21
PLAY,,,,,,,,,D,F,C,F,Bottom 22% (197 out of 253),4/1/21
UBA,,,,,,,,,D,D,A,C,Bottom 21% (200 out of 253),6/14/21
AMGN,,,,,,,,,B,D,C,C,Bottom 28% (182 out of 253),4/29/21
TOL,,,,,,,,,A,C,B,B,Top 13% (33 out of 253),5/26/21
STT,,,,,,,,,D,F,B,F,Top 43% (109 out of 253),4/16/21
BIGC,,,,,,,,,F,F,C,F,Bottom 9% (229 out of 253),5/24/21
EPRT,,,,,,,,,D,D,B,D,Bottom 32% (173 out of 253),5/10/21
WDAY,,,,,,,,,F,A,A,B,Bottom 33% (169 out of 253),5/26/21
CHMA,,,,,,,,,F,F,D,F,Bottom 28% (182 out of 253),5/6/21
CMA,,,,,,,,,D,F,A,F,Top 43% (109 out of 253),4/20/21
IRM,,,,,,,,,B,C,A,B,Bottom 20% (202 out of 253),5/6/21
HTA,,,,,,,,,C,D,B,D,Bottom 20% (202 out of 253),5/4/21
ENDP,,,,,,,,,A,D,F,C,Bottom 33% (169 out of 253),5/6/21
SEDG,,,,,,,,,D,F,C,F,Bottom 19% (204 out of 253),5/5/21
WSM,,,,,,,,,B,A,A,A,Top 8% (19 out of 253),3/17/21
CBRE,,,,,,,,,B,A,C,A,Bottom 32% (173 out of 253),5/6/21
MANT,,,,,,,,,B,C,B,B,Bottom 39% (154 out of 253),5/5/21
EPZM,,,,,,,,,F,F,B,F,Bottom 28% (182 out of 253),5/3/21
MNST,,,,,,,,,D,C,B,C,Top 45% (113 out of 253),5/6/21
OFC,,,,,,,,,B,D,A,B,Bottom 20% (202 out of 253),4/29/21
STAG,,,,,,,,,D,D,C,D,Bottom 20% (202 out of 253),4/29/21
FMBI,,,,,,,,,D,F,B,F,Top 2% (5 out of 253),4/29/21
CFX,,,,,,,,,B,D,A,B,Top 45% (113 out of 253),5/6/21
HIW,,,,,,,,,B,F,D,D,Bottom 20% (202 out of 253),4/27/21
COO,,,,,,,,,D,D,A,C,Top 29% (73 out of 253),6/3/21
SBAC,,,,,,,,,D,C,F,D,Bottom 20% (202 out of 253),5/4/21
FTS,,,,,,,,,C,D,B,C,Bottom 24% (193 out of 253),5/5/21
AHH,,,,,,,,,C,D,A,C,Bottom 13% (219 out of 253),4/29/21
BBIO,,,,,,,,,F,F,C,F,Bottom 28% (181 out of 253),5/12/21
CRM,,,,,,,,,D,B,D,D,Top 45% (113 out of 253),5/27/21
CARR,,,,,,,,,B,B,F,B,Top 27% (69 out of 253),5/14/21
FLT,,,,,,,,,C,D,B,C,Bottom 38% (156 out of 253),5/6/21
EPD,,,,,,,,,B,D,B,C,Bottom 9% (229 out of 253),5/5/21
XHR,,,,,,,,,F,F,F,F,Bottom 20% (202 out of 253),5/10/21
INVH,,,,,,,,,D,F,D,F,Bottom 13% (219 out of 253),5/5/21
HTH,,,,,,,,,A,B,A,A,Top 8% (20 out of 253),4/29/21
ONEW,,,,,,,,,A,A,F,A,Top 13% (33 out of 253),5/6/21
T,,,,,,,,,A,C,D,B,Bottom 38% (156 out of 253),4/22/21
BHF,,,,,,,,,A,F,F,C,Bottom 41% (150 out of 253),5/10/21
IOVA,,,,,,,,,D,D,A,C,Bottom 28% (182 out of 253),5/4/21
MTD,,,,,,,,,F,A,C,C,Top 16% (40 out of 253),5/6/21
MMS,,,,,,,,,B,A,D,A,Top 45% (113 out of 253),5/6/21
ZBRA,,,,,,,,,F,B,F,D,Top 29% (73 out of 253),4/27/21
BEAM,,,,,,,,,D,F,D,F,Bottom 28% (182 out of 253),5/11/21
RSG,,,,,,,,,B,C,D,C,Bottom 26% (186 out of 253),5/4/21
PM,,,,,,,,,B,A,B,A,Top 29% (73 out of 253),4/20/21
MHK,,,,,,,,,A,B,C,A,Top 45% (113 out of 253),5/3/21
RBC,,,,,,,,,B,C,D,C,Top 39% (98 out of 253),5/3/21
PWR,,,,,,,,,B,A,B,A,Top 26% (66 out of 253),5/6/21
BDX,,,,,,,,,B,A,A,A,Top 29% (73 out of 253),5/6/21
HD,,,,,,,,,C,B,B,B,Top 32% (82 out of 253),5/18/21
VZ,,,,,,,,,A,C,A,A,Bottom 38% (156 out of 253),4/21/21
MGP,,,,,,,,,B,D,A,B,Bottom 20% (202 out of 253),5/4/21
AZO,,,,,,,,,B,A,C,A,Top 45% (113 out of 253),5/25/21
CPT,,,,,,,,,D,D,F,F,Bottom 13% (219 out of 253),5/6/21
CTAS,,,,,,,,,D,B,A,C,Top 23% (57 out of 253),3/17/21
ETN,,,,,,,,,C,C,C,C,Top 39% (98 out of 253),4/29/21
LECO,,,,,,,,,C,B,F,C,Top 45% (113 out of 253),4/26/21
PEAK,,,,,,,,,D,D,F,F,Bottom 20% (202 out of 253),5/4/21
NTLA,,,,,,,,,D,D,C,D,Bottom 28% (182 out of 253),5/6/21
WEN,,,,,,,,,B,B,C,B,Bottom 22% (197 out of 253),5/5/21
CPB,,,,,,,,,B,C,C,B,Bottom 37% (160 out of 253),6/2/21
INTU,,,,,,,,,D,F,C,F,Top 45% (113 out of 253),5/20/21
TTC,,,,,,,,,C,A,D,B,Top 3% (7 out of 253),6/3/21
GLYC,,,,,,,,,F,F,D,F,Bottom 33% (169 out of 253),5/7/21
ORTX,,,,,,,,,F,C,C,F,Bottom 28% (182 out of 253),5/6/21
AMP,,,,,,,,,C,F,B,F,Top 33% (84 out of 253),5/5/21
DG,,,,,,,,,B,A,A,A,Bottom 26% (187 out of 253),3/18/21
TMX,,,,,,,,,D,F,B,D,Top 35% (88 out of 253),5/6/21
ADI,,,,,,,,,D,D,B,D,Top 21% (54 out of 253),5/19/21
CME,,,,,,,,,D,F,C,F,Top 45% (113 out of 253),4/28/21
MDT,,,,,,,,,C,D,B,C,Bottom 38% (156 out of 253),5/20/21
PSA,,,,,,,,,D,D,A,D,Bottom 20% (202 out of 253),4/29/21
JACK,,,,,,,,,B,B,C,B,Bottom 22% (197 out of 253),5/12/21
DGX,,,,,,,,,A,A,A,A,Bottom 11% (224 out of 253),4/28/21
